idx,utc_iso,image,true_label,true_class,pred_label,pred_class,sil_label,sil_class,mil_label,mil_class,frame_file,ts_ms,temp_c,cyc_capture,cyc_pre,cyc_inf,cyc_post,cyc_total,us_capture,us_pre,us_inf,us_post,us_total
16,2026-09-13T02:10:48.511173+00:00,Motospl10424.jpg,1,Class2,0,Class1,,,,,,49240,37,957632,1363100,158416693,297,160737722,2394.08,3407.75,396041.688,0.743,401844.313
17,2026-09-13T02:10:51.002064+00:00,Placas11401.jpg,0,Class1,0,Class1,,,,,,51730,36,902165,1362052,158351189,199,160615605,2255.412,3405.13,395877.969,0.498,401539.0
18,2026-09-13T02:10:53.459485+00:00,Motospl10246.jpg,1,Class2,0,Class1,,,,,,54187,36,598514,1362394,158454457,311,160415676,1496.285,3405.985,396136.156,0.777,401039.219
19,2026-09-13T02:10:55.950874+00:00,placaas10761.jpg,0,Class1,0,Class1,,,,,,56676,37,866484,1359939,158441471,203,160668097,2166.21,3399.847,396103.688,0.507,401670.25
20,2026-09-13T02:10:58.434077+00:00,Placass11357.jpg,0,Class1,0,Class1,,,,,,59166,38,971786,1364980,158427293,375,160764434,2429.465,3412.45,396068.25,0.937,401911.094
21,2026-09-13T02:11:00.897139+00:00,Placa158.png,1,Class2,0,Class1,,,,,,61622,37,556508,1360558,158465323,325,160382714,1391.27,3401.395,396163.344,0.812,400956.813
22,2026-09-13T02:11:03.387229+00:00,Placasm10907.jpg,0,Class1,0,Class1,,,,,,64112,38,866160,1362176,158391365,309,160620010,2165.4,3405.44,395978.406,0.772,401550.031
23,2026-09-13T02:11:05.873346+00:00,Placass11184.jpg,0,Class1,0,Class1,,,,,,66601,37,935414,1362432,158347795,199,160645840,2338.535,3406.08,395869.5,0.498,401614.594
24,2026-09-13T02:11:08.358474+00:00,Placa107.png,1,Class2,1,Class2,,,,,,69091,36,968376,1366084,158349699,297,160684456,2420.94,3415.21,395874.219,0.743,401711.094
25,2026-09-13T02:11:10.822995+00:00,Motospl11458.jpg,1,Class2,0,Class1,,,,,,71548,37,567913,1361210,158389661,309,160319093,1419.783,3403.025,395974.188,0.772,400797.719
26,2026-09-13T02:11:13.308458+00:00,Motospl11647.jpg,1,Class2,1,Class2,,,,,,74037,36,912345,1368670,158347389,281,160628685,2280.863,3421.675,395868.469,0.702,401571.719
27,2026-09-13T02:11:15.800740+00:00,placas1214.jpg,0,Class1,0,Class1,,,,,,76527,36,880334,1362938,158384345,299,160627916,2200.835,3407.345,395960.875,0.748,401569.781
28,2026-09-13T02:11:18.292111+00:00,Motospl10556.jpg,1,Class2,1,Class2,,,,,,79016,37,843293,1362267,158378397,327,160584284,2108.232,3405.667,395946.0,0.817,401460.688
29,2026-09-13T02:11:20.774155+00:00,Placass11382.jpg,0,Class1,0,Class1,,,,,,81506,37,951129,1357422,158377157,291,160685999,2377.823,3393.555,395942.875,0.728,401715.0
30,2026-09-13T02:11:23.238567+00:00,Motospl10184.jpg,1,Class2,1,Class2,,,,,,83963,37,504170,1368160,158421271,215,160293816,1260.425,3420.4,396053.156,0.538,400734.531
31,2026-09-13T02:11:25.696116+00:00,Placasm10164.jpg,0,Class1,0,Class1,,,,,,86420,37,520679,1363262,158404331,205,160288477,1301.698,3408.155,396010.844,0.512,400721.219
32,2026-09-13T02:11:28.183544+00:00,Motospl11201.jpg,1,Class2,1,Class2,,,,,,88909,37,867337,1364038,158426993,325,160658693,2168.343,3410.095,396067.5,0.812,401646.719
33,2026-09-13T02:11:30.666270+00:00,Placasm10362.jpg,0,Class1,0,Class1,,,,,,91399,37,955507,1362798,158462103,207,160780615,2388.768,3406.995,396155.25,0.517,401951.531
34,2026-09-13T02:11:33.128823+00:00,placaas10035.jpg,0,Class1,0,Class1,,,,,,93855,37,573418,1364756,158317307,207,160255688,1433.545,3411.89,395793.281,0.517,400639.219
35,2026-09-13T02:11:35.613588+00:00,placas1568.jpg,1,Class2,0,Class1,,,,,,96345,37,925067,1366616,158436619,213,160728515,2312.667,3416.54,396091.563,0.533,401821.281
36,2026-09-13T02:11:38.102928+00:00,placaas10758.jpg,0,Class1,0,Class1,,,,,,98835,37,978310,1363532,158442141,233,160784216,2445.775,3408.83,396105.375,0.582,401960.594
37,2026-09-13T02:11:40.563319+00:00,Placass10712.jpg,0,Class1,0,Class1,,,,,,101291,37,568557,1362324,158397695,211,160328787,1421.392,3405.81,395994.219,0.527,400821.938
38,2026-09-13T02:11:43.049127+00:00,Placa57.png,1,Class2,1,Class2,,,,,,103781,36,971734,1361122,158388109,291,160721256,2429.335,3402.805,395970.281,0.728,401803.125
39,2026-09-13T02:11:45.542403+00:00,Placass10905.jpg,0,Class1,0,Class1,,,,,,106271,36,916217,1363706,158454755,215,160734893,2290.542,3409.265,396136.875,0.538,401837.219
40,2026-09-13T02:11:47.999995+00:00,Motospl10789.jpg,1,Class2,1,Class2,,,,,,108727,37,548813,1363314,158456229,293,160368649,1372.033,3408.285,396140.563,0.733,400921.656
41,2026-09-13T02:11:50.485101+00:00,Placasia1010.png,1,Class2,1,Class2,,,,,,111217,37,947003,1364098,158452283,311,160763695,2367.508,3410.245,396130.719,0.777,401909.25
42,2026-09-13T02:11:52.944207+00:00,placas1296.jpg,0,Class1,0,Class1,,,,,,113674,36,599277,1360812,158450213,309,160410611,1498.193,3402.03,396125.5,0.772,401026.5
43,2026-09-13T02:11:55.432868+00:00,placaas10196.jpg,0,Class1,0,Class1,,,,,,116163,37,944737,1362166,158377733,279,160684915,2361.843,3405.415,395944.313,0.697,401712.281
44,2026-09-13T02:11:57.890685+00:00,Motospl10932.jpg,1,Class2,1,Class2,,,,,,118620,37,588250,1363004,158368953,215,160320422,1470.625,3407.51,395922.406,0.538,400801.031
45,2026-09-13T02:12:00.374625+00:00,Motospl11489.jpg,1,Class2,1,Class2,,,,,,121110,36,970918,1364776,158466477,293,160802464,2427.295,3411.94,396166.188,0.733,402006.156
46,2026-09-13T02:12:02.835264+00:00,placaas10568.jpg,0,Class1,0,Class1,,,,,,123566,37,635320,1363800,158363507,201,160362828,1588.3,3409.5,395908.75,0.502,400907.094
47,2026-09-13T02:12:05.323363+00:00,Motospl11759.jpg,1,Class2,1,Class2,,,,,,126056,36,952920,1362340,158395429,293,160710982,2382.3,3405.85,395988.563,0.733,401777.469
48,2026-09-13T02:12:07.788923+00:00,Placas11141.jpg,1,Class2,0,Class1,,,,,,128513,37,502349,1364786,158423735,309,160291179,1255.873,3411.965,396059.313,0.772,400727.969
49,2026-09-13T02:12:10.278651+00:00,Placass11579.jpg,0,Class1,0,Class1,,,,,,131002,37,807015,1363262,158374009,293,160544579,2017.538,3408.155,395935.031,0.733,401361.438
50,2026-09-13T02:12:12.767671+00:00,Motospl11294.jpg,1,Class2,1,Class2,,,,,,133492,37,842032,1362632,158380401,299,160585364,2105.08,3406.58,395950.969,0.748,401463.375
51,2026-09-13T02:12:15.247960+00:00,Motospl11879.jpg,1,Class2,1,Class2,,,,,,135981,37,959694,1358908,158387727,211,160706540,2399.235,3397.27,395969.313,0.527,401766.344
52,2026-09-13T02:12:17.709930+00:00,Placasm10167.jpg,0,Class1,0,Class1,,,,,,138438,36,540822,1359302,158389167,203,160289494,1352.055,3398.255,395972.906,0.507,400723.719
53,2026-09-13T02:12:20.200261+00:00,Placa195.png,1,Class2,1,Class2,,,,,,140928,37,858061,1364748,158436823,217,160659849,2145.153,3411.87,396092.031,0.543,401649.656
54,2026-09-13T02:12:22.685464+00:00,Motospl12087.jpg,1,Class2,1,Class2,,,,,,143417,36,894294,1363344,158435403,293,160693334,2235.735,3408.36,396088.5,0.733,401733.344
55,2026-09-13T02:12:25.143855+00:00,Placas11449.jpg,0,Class1,0,Class1,,,,,,145874,37,581069,1361414,158348419,233,160291135,1452.672,3403.535,395871.031,0.582,400727.844
56,2026-09-13T02:12:27.605631+00:00,Placass10603.jpg,0,Class1,0,Class1,,,,,,148331,36,495587,1363326,158381745,289,160240947,1238.968,3408.315,395954.375,0.723,400602.375
57,2026-09-13T02:12:30.094775+00:00,Motospl10477.jpg,1,Class2,1,Class2,,,,,,150820,37,826871,1362072,158418237,297,160607477,2067.177,3405.18,396045.594,0.743,401518.656
58,2026-09-13T02:12:32.583063+00:00,Motospl10045.jpg,1,Class2,1,Class2,,,,,,153310,36,821089,1364891,158426493,293,160612766,2052.722,3412.228,396066.25,0.733,401531.906
59,2026-09-13T02:12:35.069481+00:00,placaas10571.jpg,0,Class1,0,Class1,,,,,,155799,38,888246,1364068,158394897,309,160647520,2220.615,3410.17,395987.25,0.772,401618.781
60,2026-09-13T02:12:37.551162+00:00,placaas11419.jpg,0,Class1,0,Class1,,,,,,158289,37,975911,1359684,158387561,289,160723445,2439.778,3399.21,395968.938,0.723,401808.625
61,2026-09-13T02:12:40.020843+00:00,Placa36.png,1,Class2,1,Class2,,,,,,160746,37,498262,1364738,158468183,299,160331482,1245.655,3411.845,396170.438,0.748,400828.719
62,2026-09-13T02:12:42.504560+00:00,placaas11227.jpg,0,Class1,0,Class1,,,,,,163235,38,866275,1361828,158370301,233,160598637,2165.688,3404.57,395925.781,0.582,401496.594
63,2026-09-13T02:12:44.993793+00:00,Motospl11583.jpg,1,Class2,1,Class2,,,,,,165725,37,878671,1367916,158360077,327,160606991,2196.677,3419.79,395900.188,0.817,401517.5
64,2026-09-13T02:12:47.479655+00:00,Motospl10696.jpg,1,Class2,1,Class2,,,,,,168214,37,965757,1361488,158373953,325,160701523,2414.392,3403.72,395934.875,0.812,401753.813
65,2026-09-13T02:12:49.973052+00:00,Motospl11862.jpg,1,Class2,1,Class2,,,,,,170704,37,894998,1361480,158405545,213,160662236,2237.495,3403.7,396013.906,0.533,401655.625
66,2026-09-13T02:12:52.434526+00:00,placas1345.jpg,0,Class1,0,Class1,,,,,,173161,37,502105,1362265,158356181,307,160220858,1255.263,3405.662,395890.469,0.767,400552.188
67,2026-09-13T02:12:54.921152+00:00,Placass10512.jpg,1,Class2,1,Class2,,,,,,175650,37,847001,1372344,158306103,201,160525649,2117.503,3430.86,395765.25,0.502,401314.125
68,2026-09-13T02:12:57.401978+00:00,placaas10633.jpg,0,Class1,0,Class1,,,,,,178140,37,992500,1362388,158415285,297,160770470,2481.25,3405.97,396038.188,0.743,401926.156
69,2026-09-13T02:12:59.868400+00:00,placas1639.jpg,0,Class1,0,Class1,,,,,,180596,38,520025,1361976,158387795,1217,160271013,1300.063,3404.94,395969.469,3.042,400677.5
70,2026-09-13T02:13:02.358527+00:00,Motospl10481.jpg,1,Class2,1,Class2,,,,,,183086,36,831348,1362059,158352729,263,160546399,2078.37,3405.147,395881.844,0.658,401366.0
71,2026-09-13T02:13:04.817402+00:00,Placass11585.jpg,1,Class2,0,Class1,,,,,,185543,37,482679,1366976,158422695,325,160272675,1206.698,3417.44,396056.719,0.812,400681.688
72,2026-09-13T02:13:07.304242+00:00,placas1070.jpg,1,Class2,1,Class2,,,,,,188033,37,834107,1362664,158468865,325,160665961,2085.268,3406.66,396172.156,0.812,401664.938
73,2026-09-13T02:13:09.790883+00:00,placaas10834.jpg,0,Class1,0,Class1,,,,,,190522,37,851965,1362766,158369695,327,160584753,2129.912,3406.915,395924.219,0.817,401461.875
74,2026-09-13T02:13:12.278654+00:00,Placas11513.jpg,0,Class1,0,Class1,,,,,,193011,37,910804,1363508,158360025,297,160634634,2277.01,3408.77,395900.063,0.743,401586.625
75,2026-09-13T02:13:14.765535+00:00,Motospl11943.jpg,1,Class2,1,Class2,,,,,,195501,36,977993,1359830,158380909,287,160719019,2444.982,3399.575,395952.281,0.717,401797.531
76,2026-09-13T02:13:17.255890+00:00,Placasm10841.jpg,0,Class1,0,Class1,,,,,,197990,37,930992,1364088,158373757,213,160669050,2327.48,3410.22,395934.406,0.533,401672.625
77,2026-09-13T02:13:19.716548+00:00,Motospl10362.jpg,1,Class2,1,Class2,,,,,,200447,37,548460,1366088,158381651,327,160296526,1371.15,3415.22,395954.125,0.817,400741.344
78,2026-09-13T02:13:22.204939+00:00,placaas11116.jpg,0,Class1,0,Class1,,,,,,202937,37,901265,1361802,158398285,293,160661645,2253.163,3404.505,395995.719,0.733,401654.094
79,2026-09-13T02:13:24.695369+00:00,placaas10908.jpg,0,Class1,0,Class1,,,,,,205426,37,861449,1364278,158406467,215,160632409,2153.623,3410.695,396016.156,0.538,401581.031
80,2026-09-13T02:13:27.154797+00:00,Placasia1046.png,1,Class2,1,Class2,,,,,,207883,37,529410,1363620,158286123,1303,160180456,1323.525,3409.05,395715.313,3.258,400451.125
81,2026-09-13T02:13:29.636801+00:00,placas1158.jpg,0,Class1,0,Class1,,,,,,210373,37,931229,1360988,158381701,213,160674131,2328.073,3402.47,395954.25,0.533,401685.313
82,2026-09-13T02:13:32.099189+00:00,Placasm10386.jpg,1,Class2,1,Class2,,,,,,212829,38,527943,1361044,158406889,233,160296109,1319.858,3402.61,396017.25,0.582,400740.281
83,2026-09-13T02:13:34.589708+00:00,Motospl10372.jpg,1,Class2,1,Class2,,,,,,215319,37,832450,1364364,158393851,215,160590880,2081.125,3410.91,395984.656,0.538,401477.188
84,2026-09-13T02:13:37.069103+00:00,plaacaas1078.jpg,1,Class2,0,Class1,,,,,,217808,36,981700,1361037,158349573,233,160692543,2454.25,3402.593,395873.938,0.582,401731.375
85,2026-09-13T02:13:39.526411+00:00,Motospl10711.jpg,1,Class2,1,Class2,,,,,,220265,37,670135,1365916,158343169,233,160379453,1675.338,3414.79,395857.906,0.582,400948.656
86,2026-09-13T02:13:41.992114+00:00,placaas10065.jpg,0,Class1,0,Class1,,,,,,222722,36,538877,1366030,158309285,279,160214471,1347.193,3415.075,395773.188,0.697,400536.156
87,2026-09-13T02:13:44.477723+00:00,placas1213.jpg,0,Class1,0,Class1,,,,,,225212,37,907497,1361924,158484827,263,160754511,2268.742,3404.81,396212.063,0.658,401886.313
88,2026-09-13T02:13:46.936865+00:00,Motospl12433.jpg,1,Class2,1,Class2,,,,,,227668,36,559013,1365978,158367443,235,160292669,1397.532,3414.945,395918.594,0.587,400731.688
89,2026-09-13T02:13:49.424096+00:00,Motospl11687.jpg,1,Class2,1,Class2,,,,,,230158,37,909288,1360392,158364085,205,160633970,2273.22,3400.98,395910.219,0.512,401584.938
90,2026-09-13T02:13:51.914107+00:00,Motospl12191.jpg,1,Class2,1,Class2,,,,,,232648,36,876983,1363654,158437325,293,160678255,2192.458,3409.135,396093.344,0.733,401695.625
91,2026-09-13T02:13:54.406957+00:00,placaas11397.jpg,0,Class1,0,Class1,,,,,,235137,37,850022,1362086,158317501,309,160529918,2125.055,3405.215,395793.781,0.772,401324.813
92,2026-09-13T02:13:56.863910+00:00,placaas11278.jpg,0,Class1,0,Class1,,,,,,237594,36,508955,1363680,158410859,199,160283693,1272.387,3409.2,396027.156,0.498,400709.25
93,2026-09-13T02:13:59.350629+00:00,Placasm10816.jpg,1,Class2,1,Class2,,,,,,240084,37,885567,1368634,158515891,235,160770327,2213.917,3421.585,396289.719,0.587,401925.813
94,2026-09-13T02:14:01.833882+00:00,Motospl10470.jpg,1,Class2,1,Class2,,,,,,242573,37,985623,1361952,158339055,211,160686841,2464.057,3404.88,395847.625,0.527,401717.094
95,2026-09-13T02:14:04.324699+00:00,Motospl10786.jpg,1,Class2,0,Class1,,,,,,245063,37,983771,1362610,158406541,215,160753137,2459.427,3406.525,396016.375,0.538,401882.844
96,2026-09-13T02:14:06.813888+00:00,Placass10389.jpg,0,Class1,0,Class1,,,,,,247552,37,944000,1364267,158421359,299,160729925,2360.0,3410.667,396053.406,0.748,401824.813
97,2026-09-13T02:14:09.279541+00:00,placaas10212.jpg,0,Class1,0,Class1,,,,,,250009,36,511816,1364544,158401731,299,160278390,1279.54,3411.36,396004.344,0.748,400695.969
98,2026-09-13T02:14:11.764632+00:00,Motospl11252.jpg,1,Class2,1,Class2,,,,,,252498,36,878544,1363618,158341851,199,160584212,2196.36,3409.045,395854.625,0.498,401460.531
99,2026-09-13T02:14:14.247694+00:00,Placasm11089.jpg,1,Class2,0,Class1,,,,,,254988,37,996249,1361510,158374845,271,160732875,2490.623,3403.775,395937.125,0.678,401832.188
100,2026-09-13T02:14:16.712030+00:00,Placass10491.jpg,0,Class1,0,Class1,,,,,,257445,37,537274,1364158,158425163,199,160326794,1343.185,3410.395,396062.938,0.498,400817.0
101,2026-09-13T02:14:19.197886+00:00,Motospl11961.jpg,1,Class2,1,Class2,,,,,,259934,37,939834,1364171,158313945,307,160618257,2349.585,3410.427,395784.875,0.767,401545.625
102,2026-09-13T02:14:21.683790+00:00,placaas10748.jpg,0,Class1,0,Class1,,,,,,262424,37,977794,1360912,158439295,327,160778328,2444.485,3402.28,396098.25,0.817,401945.844
103,2026-09-13T02:14:24.172044+00:00,placaas10002.jpg,0,Class1,0,Class1,,,,,,264914,37,979283,1366132,158408017,213,160753645,2448.208,3415.33,396020.063,0.533,401884.125
104,2026-09-13T02:14:26.633081+00:00,Motospl10485.jpg,1,Class2,1,Class2,,,,,,267370,37,664548,1361022,158397397,233,160423200,1661.37,3402.555,395993.469,0.582,401058.0
105,2026-09-13T02:14:29.097990+00:00,placaas11150.jpg,0,Class1,0,Class1,,,,,,269827,38,496435,1361499,158321645,213,160179792,1241.088,3403.748,395804.125,0.533,400449.5
106,2026-09-13T02:14:31.583860+00:00,Placass10754.jpg,0,Class1,0,Class1,,,,,,272317,37,857336,1365498,158394493,213,160617540,2143.34,3413.745,395986.25,0.533,401543.844
107,2026-09-13T02:14:34.071132+00:00,Motospl10397.jpg,1,Class2,1,Class2,,,,,,274806,37,878691,1357596,158394153,309,160630749,2196.728,3393.99,395985.406,0.772,401576.875
108,2026-09-13T02:14:36.532581+00:00,Placass10508.jpg,1,Class2,1,Class2,,,,,,277263,38,502138,1362272,158428075,367,160292852,1255.345,3405.68,396070.188,0.918,400732.094
109,2026-09-13T02:14:39.020680+00:00,placaas10308.jpg,1,Class2,0,Class1,,,,,,279752,37,837590,1364612,158319023,207,160521432,2093.975,3411.53,395797.563,0.517,401303.594
110,2026-09-13T02:14:41.511459+00:00,Placa149.png,1,Class2,1,Class2,,,,,,282242,37,823064,1362119,158387679,1323,160574185,2057.66,3405.297,395969.188,3.308,401435.5
111,2026-09-13T02:14:43.999352+00:00,placaas10228.jpg,1,Class2,0,Class1,,,,,,284732,37,860874,1362622,158423213,309,160647018,2152.185,3406.555,396058.063,0.772,401617.563
112,2026-09-13T02:14:46.492839+00:00,Placas11095.jpg,1,Class2,0,Class1,,,,,,287221,37,818577,1363426,158418989,291,160601283,2046.443,3408.565,396047.5,0.728,401503.188
113,2026-09-13T02:14:48.970378+00:00,plaacaas1199.jpg,0,Class1,0,Class1,,,,,,289711,37,951247,1363267,158460881,201,160775596,2378.117,3408.167,396152.188,0.502,401939.031
114,2026-09-13T02:14:51.430367+00:00,Placass10400.jpg,0,Class1,0,Class1,,,,,,292167,36,589219,1366300,158373905,213,160329637,1473.047,3415.75,395934.75,0.533,400824.094
115,2026-09-13T02:14:53.889871+00:00,Motospl10121.jpg,1,Class2,1,Class2,,,,,,294624,36,559425,1365180,158433187,325,160358117,1398.563,3412.95,396082.969,0.812,400895.281
116,2026-09-13T02:14:56.373715+00:00,Motospl10924.jpg,1,Class2,1,Class2,,,,,,297114,37,947367,1364572,158374469,325,160686733,2368.417,3411.43,395936.188,0.812,401716.844
117,2026-09-13T02:14:58.832923+00:00,Motospl11521.jpg,1,Class2,1,Class2,,,,,,299570,37,587951,1365815,158380885,201,160334852,1469.877,3414.537,395952.188,0.502,400837.125
118,2026-09-13T02:15:01.320160+00:00,Motospl11484.jpg,1,Class2,1,Class2,,,,,,302060,37,944608,1359318,158380065,213,160684204,2361.52,3398.295,395950.156,0.533,401710.5
119,2026-09-13T02:15:03.780612+00:00,Placass11209.jpg,1,Class2,1,Class2,,,,,,304517,38,595496,1362650,158366707,219,160325072,1488.74,3406.625,395916.75,0.548,400812.688
120,2026-09-13T02:15:06.268219+00:00,placaas11389.jpg,0,Class1,0,Class1,,,,,,307006,37,922023,1367218,158397111,215,160686567,2305.057,3418.045,395992.75,0.538,401716.375
121,2026-09-13T02:15:08.751013+00:00,plaacaas1190.jpg,0,Class1,0,Class1,,,,,,309496,37,993897,1362470,158334959,235,160691561,2484.742,3406.175,395837.406,0.587,401728.938
122,2026-09-13T02:15:11.221409+00:00,Placass10728.jpg,0,Class1,0,Class1,,,,,,311953,37,500450,1365708,158373195,199,160239552,1251.125,3414.27,395933.0,0.498,400598.906
123,2026-09-13T02:15:13.709090+00:00,placas1130.jpg,0,Class1,0,Class1,,,,,,314442,37,838221,1362110,158392759,259,160593349,2095.552,3405.275,395981.906,0.647,401483.344
124,2026-09-13T02:15:16.191892+00:00,Placass10855.jpg,0,Class1,0,Class1,,,,,,316932,36,956789,1363948,158457389,263,160778389,2391.973,3409.87,396143.5,0.658,401945.938
125,2026-09-13T02:15:18.682654+00:00,Motospl12241.jpg,1,Class2,0,Class1,,,,,,319421,37,918995,1362534,158390915,217,160672661,2297.488,3406.335,395977.281,0.543,401681.656
126,2026-09-13T02:15:21.171715+00:00,Motospl10669.jpg,1,Class2,1,Class2,,,,,,321911,37,938543,1362822,158387481,365,160689211,2346.358,3407.055,395968.719,0.913,401723.063
127,2026-09-13T02:15:23.659891+00:00,Placasm10294.jpg,0,Class1,0,Class1,,,,,,324400,37,951954,1363358,158311459,297,160627068,2379.885,3408.395,395778.625,0.743,401567.688
128,2026-09-13T02:15:26.120513+00:00,Placass11326.jpg,0,Class1,0,Class1,,,,,,326857,37,579648,1363052,158384885,201,160327786,1449.12,3407.63,395962.219,0.502,400819.469
129,2026-09-13T02:15:28.609861+00:00,plaacaas1013.jpg,0,Class1,0,Class1,,,,,,329347,37,870396,1363196,158398983,299,160632874,2175.99,3407.99,395997.438,0.748,401582.219
130,2026-09-13T02:15:31.068330+00:00,Placass10777.jpg,0,Class1,0,Class1,,,,,,331803,37,530661,1364538,158362575,211,160257985,1326.653,3411.345,395906.438,0.527,400644.938
131,2026-09-13T02:15:33.552442+00:00,placaas10195.jpg,0,Class1,1,Class2,,,,,,334293,38,936951,1362666,158347093,233,160646943,2342.377,3406.665,395867.719,0.582,401617.344
132,2026-09-13T02:15:36.017997+00:00,Placas11555.jpg,0,Class1,0,Class1,,,,,,336750,37,529328,1364056,158375777,289,160269450,1323.32,3410.14,395939.438,0.723,400673.625
133,2026-09-13T02:15:38.509097+00:00,Placass11707.jpg,0,Class1,0,Class1,,,,,,339239,37,757518,1363770,158369669,309,160491266,1893.795,3409.425,395924.188,0.772,401228.156
134,2026-09-13T02:15:40.990920+00:00,Motospl10389.jpg,1,Class2,1,Class2,,,,,,341729,37,909848,1362331,158384527,235,160656941,2274.62,3405.828,395961.344,0.587,401642.344
135,2026-09-13T02:15:43.478932+00:00,Motospl10153.jpg,1,Class2,1,Class2,,,,,,344219,37,965282,1364492,158488041,201,160818016,2413.205,3411.23,396220.125,0.502,402045.063
136,2026-09-13T02:15:45.966142+00:00,Motospl10774.jpg,1,Class2,1,Class2,,,,,,346708,36,981626,1361856,158391591,209,160735282,2454.065,3404.64,395978.969,0.522,401838.188
137,2026-09-13T02:15:48.456689+00:00,Placasm10570.jpg,0,Class1,0,Class1,,,,,,349198,36,960816,1365214,158469827,199,160796056,2402.04,3413.035,396174.594,0.498,401990.156
138,2026-09-13T02:15:50.918340+00:00,Motospl11857.jpg,1,Class2,1,Class2,,,,,,351654,36,557890,1365316,158355705,213,160279124,1394.725,3413.29,395889.281,0.533,400697.813
139,2026-09-13T02:15:53.398722+00:00,Motospl12101.jpg,1,Class2,1,Class2,,,,,,354144,37,993674,1361272,158427567,291,160782804,2484.185,3403.18,396068.938,0.728,401957.0
140,2026-09-13T02:15:55.866386+00:00,Placas11241.jpg,0,Class1,0,Class1,,,,,,356601,36,512988,1363464,158427941,263,160304656,1282.47,3408.66,396069.844,0.658,400761.625
141,2026-09-13T02:15:58.352059+00:00,Placasm10439.jpg,0,Class1,0,Class1,,,,,,359090,37,926022,1360347,158378353,311,160665033,2315.055,3400.867,395945.875,0.777,401662.625
142,2026-09-13T02:16:00.838156+00:00,Motospl12357.jpg,1,Class2,0,Class1,,,,,,361580,37,950081,1360528,158440385,215,160751209,2375.203,3401.32,396100.969,0.538,401878.031
143,2026-09-13T02:16:03.296183+00:00,Placass10579.jpg,0,Class1,0,Class1,,,,,,364037,37,592334,1364724,158388127,199,160345384,1480.835,3411.81,395970.313,0.498,400863.438
144,2026-09-13T02:16:05.756552+00:00,placaas10060.jpg,0,Class1,0,Class1,,,,,,366493,37,526773,1363101,158392673,217,160282764,1316.932,3407.752,395981.688,0.543,400706.906
