idx,utc_iso,image,true_label,true_class,pred_label,pred_class,sil_label,sil_class,mil_label,mil_class,frame_file,ts_ms,temp_c,cyc_capture,cyc_pre,cyc_inf,cyc_post,cyc_total,us_capture,us_pre,us_inf,us_post,us_total
25,2026-09-12T23:51:02.493031+00:00,Motospl11458.jpg,1,Class2,0,Class1,0,Class1,0,Class1,frame_0025_Motospl11458.jpg.png,102881,39,679690,1356820,158372867,335,160409712,1699.225,3392.05,395932.156,0.837,401024.281
26,2026-09-12T23:51:06.026008+00:00,Motospl11647.jpg,1,Class2,1,Class2,1,Class2,1,Class2,frame_0026_Motospl11647.jpg.png,106386,37,641559,1354646,158448709,325,160445239,1603.897,3386.615,396121.781,0.812,401113.063
27,2026-09-12T23:51:09.539881+00:00,placas1214.jpg,0,Class1,0,Class1,0,Class1,0,Class1,frame_0027_placas1214.jpg.png,109924,38,685243,1354194,158368863,211,160408511,1713.107,3385.485,395922.156,0.527,401021.25
28,2026-09-12T23:51:13.044928+00:00,Motospl10556.jpg,1,Class2,1,Class2,1,Class2,1,Class2,frame_0028_Motospl10556.jpg.png,113429,37,511375,1356888,158390253,291,160258807,1278.438,3392.22,395975.656,0.728,400647.0
29,2026-09-12T23:51:16.543533+00:00,Placass11382.jpg,0,Class1,0,Class1,0,Class1,0,Class1,frame_0029_Placass11382.jpg.png,116934,37,604353,1356220,158340337,265,160301175,1510.883,3390.55,395850.813,0.663,400752.906
30,2026-09-12T23:51:20.064990+00:00,Motospl10184.jpg,1,Class2,1,Class2,1,Class2,1,Class2,frame_0030_Motospl10184.jpg.png,120439,38,696160,1356592,158378711,309,160431772,1740.4,3391.48,395946.75,0.772,401079.438
31,2026-09-12T23:51:23.586775+00:00,Placasm10164.jpg,0,Class1,0,Class1,0,Class1,0,Class1,frame_0031_Placasm10164.jpg.png,123977,37,944478,1358576,158402901,327,160706282,2361.195,3396.44,396007.219,0.817,401765.719
32,2026-09-12T23:51:27.093687+00:00,Motospl11201.jpg,1,Class2,1,Class2,1,Class2,1,Class2,frame_0032_Motospl11201.jpg.png,127482,38,525237,1359039,158373487,297,160258060,1313.093,3397.598,395933.688,0.743,400645.156
33,2026-09-12T23:51:30.604561+00:00,Placasm10362.jpg,0,Class1,0,Class1,0,Class1,0,Class1,frame_0033_Placasm10362.jpg.png,130987,38,520000,1355253,158413139,235,160288627,1300.0,3388.133,396032.844,0.587,400721.531
34,2026-09-12T23:51:34.133305+00:00,placaas10035.jpg,0,Class1,0,Class1,0,Class1,0,Class1,frame_0034_placaas10035.jpg.png,134525,38,965876,1354994,158404767,291,160725928,2414.69,3387.485,396011.938,0.728,401814.781
35,2026-09-12T23:51:37.663193+00:00,placas1568.jpg,1,Class2,0,Class1,0,Class1,0,Class1,frame_0035_placas1568.jpg.png,138030,38,659035,1357555,158429483,213,160446286,1647.588,3393.888,396073.719,0.533,401115.719
36,2026-09-12T23:51:41.184870+00:00,placaas10758.jpg,0,Class1,0,Class1,0,Class1,0,Class1,frame_0036_placaas10758.jpg.png,141568,37,717368,1361580,158403961,317,160483226,1793.42,3403.95,396009.906,0.793,401208.094
37,2026-09-12T23:51:44.715342+00:00,Placass10712.jpg,0,Class1,0,Class1,0,Class1,0,Class1,frame_0037_Placass10712.jpg.png,145105,37,987759,1356832,158360615,327,160705533,2469.397,3392.08,395901.531,0.817,401763.813
38,2026-09-12T23:51:48.240762+00:00,Placa57.png,1,Class2,1,Class2,1,Class2,1,Class2,frame_0038_Placa57.png.png,148610,37,511471,1356743,158380129,327,160248670,1278.677,3391.858,395950.313,0.817,400621.688
39,2026-09-12T23:51:51.757352+00:00,Placass10905.jpg,0,Class1,0,Class1,0,Class1,0,Class1,frame_0039_Placass10905.jpg.png,152148,38,768160,1354254,158313485,293,160436192,1920.4,3385.635,395783.719,0.733,401090.469
40,2026-09-12T23:51:55.264184+00:00,Motospl10789.jpg,1,Class2,1,Class2,1,Class2,1,Class2,frame_0040_Motospl10789.jpg.png,155653,40,684602,1359492,158478153,213,160522460,1711.505,3398.73,396195.375,0.533,401306.156
41,2026-09-12T23:51:58.767917+00:00,Placasia1010.png,1,Class2,1,Class2,1,Class2,1,Class2,frame_0041_Placasia1010.png.png,159158,38,612616,1357376,158439759,331,160410082,1531.54,3393.44,396099.406,0.827,401025.219
42,2026-09-12T23:52:02.288692+00:00,placas1296.jpg,0,Class1,0,Class1,0,Class1,0,Class1,frame_0042_placas1296.jpg.png,162663,39,657829,1356634,158381673,201,160396337,1644.573,3391.585,395954.219,0.502,400990.844
43,2026-09-12T23:52:05.814285+00:00,placaas10196.jpg,0,Class1,0,Class1,0,Class1,0,Class1,frame_0043_placaas10196.jpg.png,166201,39,804239,1351942,158371831,211,160528223,2010.597,3379.855,395929.563,0.527,401320.563
44,2026-09-12T23:52:09.327202+00:00,Motospl10932.jpg,1,Class2,1,Class2,1,Class2,1,Class2,frame_0044_Motospl10932.jpg.png,169706,37,636539,1357307,158412985,265,160407096,1591.347,3393.268,396032.469,0.663,401017.75
45,2026-09-12T23:52:12.859594+00:00,Motospl11489.jpg,1,Class2,1,Class2,1,Class2,1,Class2,frame_0045_Motospl11489.jpg.png,173244,38,795320,1358022,158424301,201,160577844,1988.3,3395.055,396060.75,0.502,401444.594
46,2026-09-12T23:52:16.397512+00:00,placaas10568.jpg,0,Class1,0,Class1,0,Class1,0,Class1,frame_0046_placaas10568.jpg.png,176781,38,946073,1360320,158392597,265,160699255,2365.182,3400.8,395981.469,0.663,401748.125
47,2026-09-12T23:52:19.932787+00:00,Motospl11759.jpg,1,Class2,1,Class2,1,Class2,1,Class2,frame_0047_Motospl11759.jpg.png,180320,38,983362,1357397,158499843,199,160840801,2458.405,3393.492,396249.625,0.498,402102.0
48,2026-09-12T23:52:23.463639+00:00,Placas11141.jpg,1,Class2,0,Class1,0,Class1,0,Class1,frame_0048_Placas11141.jpg.png,183857,38,979572,1353900,158405345,211,160739028,2448.93,3384.75,396013.344,0.527,401847.531
49,2026-09-12T23:52:26.979592+00:00,Placass11579.jpg,0,Class1,0,Class1,0,Class1,0,Class1,frame_0049_Placass11579.jpg.png,187362,37,633478,1356528,158411787,279,160402072,1583.695,3391.32,396029.5,0.697,401005.188
50,2026-09-12T23:52:30.470089+00:00,Motospl11294.jpg,1,Class2,1,Class2,1,Class2,1,Class2,frame_0050_Motospl11294.jpg.png,190867,38,496662,1355873,158375659,201,160228395,1241.655,3389.682,395939.156,0.502,400571.0
51,2026-09-12T23:52:33.974453+00:00,Motospl11879.jpg,1,Class2,1,Class2,1,Class2,1,Class2,frame_0051_Motospl11879.jpg.png,194372,38,677036,1358292,158383201,235,160418764,1692.59,3395.73,395957.969,0.587,401046.938
52,2026-09-12T23:52:37.485895+00:00,Placasm10167.jpg,0,Class1,0,Class1,0,Class1,0,Class1,frame_0052_Placasm10167.jpg.png,197877,37,716833,1362324,158408135,279,160487571,1792.083,3405.81,396020.313,0.697,401218.906
53,2026-09-12T23:52:40.997769+00:00,Placa195.png,1,Class2,1,Class2,1,Class2,1,Class2,frame_0053_Placa195.png.png,201382,39,504862,1354655,158380017,201,160239735,1262.155,3386.637,395950.063,0.502,400599.313
54,2026-09-12T23:52:44.499309+00:00,Motospl12087.jpg,1,Class2,1,Class2,1,Class2,1,Class2,frame_0054_Motospl12087.jpg.png,204887,38,526520,1357596,158453479,233,160337828,1316.3,3393.99,396133.688,0.582,400844.563
55,2026-09-12T23:52:47.996702+00:00,Placas11449.jpg,0,Class1,0,Class1,0,Class1,0,Class1,frame_0055_Placas11449.jpg.png,208392,38,577967,1356342,158377107,327,160311743,1444.918,3390.855,395942.75,0.817,400779.375
56,2026-09-12T23:52:51.516115+00:00,Placass10603.jpg,0,Class1,0,Class1,0,Class1,0,Class1,frame_0056_Placass10603.jpg.png,211897,37,611659,1355687,158346719,233,160314298,1529.148,3389.218,395866.813,0.582,400785.75
57,2026-09-12T23:52:55.044840+00:00,Motospl10477.jpg,1,Class2,1,Class2,1,Class2,1,Class2,frame_0057_Motospl10477.jpg.png,215435,36,940771,1355931,158406425,233,160703360,2351.927,3389.828,396016.063,0.582,401758.406
58,2026-09-12T23:52:58.545688+00:00,Motospl10045.jpg,1,Class2,1,Class2,0,Class1,1,Class2,frame_0058_Motospl10045.jpg.png,218940,38,509355,1357752,158398055,211,160265373,1273.387,3394.38,395995.094,0.527,400663.438
59,2026-09-12T23:53:02.044649+00:00,placaas10571.jpg,0,Class1,0,Class1,0,Class1,0,Class1,frame_0059_placaas10571.jpg.png,222445,38,708056,1356904,158429709,325,160494994,1770.14,3392.26,396074.281,0.812,401237.469
60,2026-09-12T23:53:05.555818+00:00,placaas11419.jpg,0,Class1,0,Class1,0,Class1,0,Class1,frame_0060_placaas11419.jpg.png,225950,38,728271,1356956,158379023,199,160464449,1820.678,3392.39,395947.531,0.498,401161.094
61,2026-09-12T23:53:09.064407+00:00,Placa36.png,1,Class2,1,Class2,1,Class2,1,Class2,frame_0061_Placa36.png.png,229455,38,646092,1357098,158435727,203,160439120,1615.23,3392.745,396089.313,0.507,401097.813
62,2026-09-12T23:53:12.603186+00:00,placaas11227.jpg,0,Class1,0,Class1,0,Class1,0,Class1,frame_0062_placaas11227.jpg.png,232993,38,939991,1356532,158394239,327,160691089,2349.978,3391.33,395985.594,0.817,401727.719
63,2026-09-12T23:53:16.107020+00:00,Motospl11583.jpg,1,Class2,1,Class2,1,Class2,1,Class2,frame_0063_Motospl11583.jpg.png,236498,38,632082,1358568,158340605,309,160331564,1580.205,3396.42,395851.531,0.772,400828.906
64,2026-09-12T23:53:19.606187+00:00,Motospl10696.jpg,1,Class2,1,Class2,1,Class2,1,Class2,frame_0064_Motospl10696.jpg.png,240003,38,641741,1371350,158448339,213,160461643,1604.353,3428.375,396120.844,0.533,401154.125
65,2026-09-12T23:53:23.113666+00:00,Motospl11862.jpg,1,Class2,1,Class2,1,Class2,1,Class2,frame_0065_Motospl11862.jpg.png,243508,37,579751,1357972,158443675,325,160381723,1449.377,3394.93,396109.188,0.812,400954.313
66,2026-09-12T23:53:26.651299+00:00,placas1345.jpg,0,Class1,0,Class1,0,Class1,0,Class1,frame_0066_placas1345.jpg.png,247013,37,640169,1357116,158483381,217,160480883,1600.422,3392.79,396208.438,0.543,401202.219
67,2026-09-12T23:53:30.163790+00:00,Placass10512.jpg,1,Class2,1,Class2,1,Class2,1,Class2,frame_0067_Placass10512.jpg.png,250551,37,510434,1356294,158453497,281,160320506,1276.085,3390.735,396133.781,0.702,400801.281
68,2026-09-12T23:53:33.703146+00:00,placaas10633.jpg,0,Class1,0,Class1,0,Class1,0,Class1,frame_0068_placaas10633.jpg.png,254088,38,928272,1354825,158384567,275,160667939,2320.68,3387.062,395961.375,0.687,401669.844
69,2026-09-12T23:53:37.237705+00:00,placas1639.jpg,0,Class1,0,Class1,0,Class1,0,Class1,frame_0069_placas1639.jpg.png,257626,38,960207,1356674,158397423,209,160714513,2400.518,3391.685,395993.563,0.522,401786.25
70,2026-09-12T23:53:40.758545+00:00,Motospl10481.jpg,1,Class2,1,Class2,1,Class2,1,Class2,frame_0070_Motospl10481.jpg.png,261164,38,914888,1356002,158370687,213,160641790,2287.22,3390.005,395926.75,0.533,401604.469
71,2026-09-12T23:53:44.265388+00:00,Placass11585.jpg,1,Class2,0,Class1,0,Class1,0,Class1,frame_0071_Placass11585.jpg.png,264669,38,826855,1358074,158385833,277,160571039,2067.137,3395.185,395964.625,0.692,401427.594
72,2026-09-12T23:53:47.794963+00:00,placas1070.jpg,1,Class2,1,Class2,1,Class2,1,Class2,frame_0072_placas1070.jpg.png,268174,38,655070,1356214,158362781,213,160374278,1637.675,3390.535,395906.938,0.533,400935.688
73,2026-09-12T23:53:51.325489+00:00,placaas10834.jpg,0,Class1,0,Class1,0,Class1,0,Class1,frame_0073_placaas10834.jpg.png,271712,38,879547,1358718,158362743,263,160601271,2198.867,3396.795,395906.844,0.658,401503.156
74,2026-09-12T23:53:54.855468+00:00,Placas11513.jpg,0,Class1,0,Class1,0,Class1,0,Class1,frame_0074_Placas11513.jpg.png,275249,38,980340,1357030,158386415,217,160724002,2450.85,3392.575,395966.031,0.543,401810.0
75,2026-09-12T23:53:58.360929+00:00,Motospl11943.jpg,1,Class2,1,Class2,1,Class2,1,Class2,frame_0075_Motospl11943.jpg.png,278754,37,582910,1356354,158401909,233,160341406,1457.275,3390.885,396004.75,0.582,400853.531
76,2026-09-12T23:54:01.886266+00:00,Placasm10841.jpg,0,Class1,0,Class1,0,Class1,0,Class1,frame_0076_Placasm10841.jpg.png,282292,36,988071,1356752,158461895,211,160806929,2470.177,3391.88,396154.75,0.527,402017.313
77,2026-09-12T23:54:05.400508+00:00,Motospl10362.jpg,1,Class2,1,Class2,1,Class2,1,Class2,frame_0077_Motospl10362.jpg.png,285797,38,660679,1356786,158314627,213,160332305,1651.697,3391.965,395786.563,0.533,400830.75
78,2026-09-12T23:54:08.930217+00:00,placaas11116.jpg,0,Class1,0,Class1,0,Class1,0,Class1,frame_0078_placaas11116.jpg.png,289302,39,607426,1357448,158370073,325,160335272,1518.565,3393.62,395925.188,0.812,400838.156
79,2026-09-12T23:54:12.450787+00:00,placaas10908.jpg,0,Class1,0,Class1,0,Class1,0,Class1,frame_0079_placaas10908.jpg.png,292840,38,697368,1356096,158260665,265,160314394,1743.42,3390.24,395651.688,0.663,400786.0
80,2026-09-12T23:54:15.942336+00:00,Placasia1046.png,1,Class2,1,Class2,1,Class2,1,Class2,frame_0080_Placasia1046.png.png,296345,38,511017,1356246,158353029,277,160220569,1277.542,3390.615,395882.563,0.692,400551.469
81,2026-09-12T23:54:19.457138+00:00,placas1158.jpg,0,Class1,0,Class1,0,Class1,0,Class1,frame_0081_placas1158.jpg.png,299850,38,725792,1357682,158331753,213,160415440,1814.48,3394.205,395829.375,0.533,401038.594
82,2026-09-12T23:54:22.979300+00:00,Placasm10386.jpg,1,Class2,1,Class2,1,Class2,1,Class2,frame_0082_Placasm10386.jpg.png,303355,38,641910,1352964,158430233,289,160425396,1604.775,3382.41,396075.594,0.723,401063.5
83,2026-09-12T23:54:26.506250+00:00,Motospl10372.jpg,1,Class2,1,Class2,1,Class2,1,Class2,frame_0083_Motospl10372.jpg.png,306893,37,888824,1355260,158398515,215,160642814,2222.06,3388.15,395996.281,0.538,401607.031
84,2026-09-12T23:54:30.037365+00:00,plaacaas1078.jpg,1,Class2,0,Class1,0,Class1,0,Class1,frame_0084_plaacaas1078.jpg.png,310431,38,912373,1357852,158438443,307,160708975,2280.932,3394.63,396096.094,0.767,401772.438
85,2026-09-12T23:54:33.571329+00:00,Motospl10711.jpg,1,Class2,1,Class2,1,Class2,1,Class2,frame_0085_Motospl10711.jpg.png,313968,38,954261,1359590,158336903,233,160650987,2385.652,3398.975,395842.219,0.582,401627.469
86,2026-09-12T23:54:37.080265+00:00,placaas10065.jpg,0,Class1,0,Class1,0,Class1,0,Class1,frame_0086_placaas10065.jpg.png,317473,38,690423,1361168,158402905,273,160454769,1726.057,3402.92,396007.281,0.683,401136.906
87,2026-09-12T23:54:40.590428+00:00,placas1213.jpg,0,Class1,0,Class1,0,Class1,0,Class1,frame_0087_placas1213.jpg.png,320979,39,596560,1356502,158445603,201,160398866,1491.4,3391.255,396114.0,0.502,400997.156
88,2026-09-12T23:54:44.110052+00:00,Motospl12433.jpg,1,Class2,1,Class2,1,Class2,1,Class2,frame_0088_Motospl12433.jpg.png,324516,37,911859,1355396,158453007,215,160720477,2279.647,3388.49,396132.5,0.538,401801.188
89,2026-09-12T23:54:47.630118+00:00,Motospl11687.jpg,1,Class2,1,Class2,1,Class2,1,Class2,frame_0089_Motospl11687.jpg.png,328021,37,619192,1355368,158353883,325,160328768,1547.98,3388.42,395884.719,0.812,400821.906
90,2026-09-12T23:54:51.129764+00:00,Motospl12191.jpg,1,Class2,1,Class2,1,Class2,1,Class2,frame_0090_Motospl12191.jpg.png,331526,37,565592,1355128,158353581,213,160274514,1413.98,3387.82,395883.969,0.533,400686.25
91,2026-09-12T23:54:54.632565+00:00,placaas11397.jpg,0,Class1,0,Class1,0,Class1,0,Class1,frame_0091_placaas11397.jpg.png,335031,37,599463,1357672,158382025,203,160339363,1498.657,3394.18,395955.094,0.507,400848.406
92,2026-09-12T23:54:58.146217+00:00,placaas11278.jpg,0,Class1,0,Class1,0,Class1,0,Class1,frame_0092_placaas11278.jpg.png,338536,37,637416,1356642,158358233,293,160352584,1593.54,3391.605,395895.625,0.733,400881.438
93,2026-09-12T23:55:01.680249+00:00,Placasm10816.jpg,1,Class2,1,Class2,0,Class1,1,Class2,frame_0093_Placasm10816.jpg.png,342074,37,969753,1356747,158408311,291,160735102,2424.382,3391.867,396020.781,0.728,401837.781
94,2026-09-12T23:55:05.182569+00:00,Motospl10470.jpg,1,Class2,1,Class2,1,Class2,1,Class2,frame_0094_Motospl10470.jpg.png,345579,38,611060,1356558,158338951,215,160306784,1527.65,3391.395,395847.375,0.538,400766.969
95,2026-09-12T23:55:08.685124+00:00,Motospl10786.jpg,1,Class2,0,Class1,0,Class1,0,Class1,frame_0095_Motospl10786.jpg.png,349084,38,487384,1353306,158460469,325,160301484,1218.46,3383.265,396151.188,0.812,400753.719
96,2026-09-12T23:55:12.185624+00:00,Placass10389.jpg,0,Class1,0,Class1,0,Class1,0,Class1,frame_0096_Placass10389.jpg.png,352589,37,604101,1356340,158453947,203,160414591,1510.253,3390.85,396134.906,0.507,401036.5
97,2026-09-12T23:55:15.694158+00:00,placaas10212.jpg,0,Class1,0,Class1,0,Class1,0,Class1,frame_0097_placaas10212.jpg.png,356094,38,698857,1357022,158378735,327,160434941,1747.143,3392.555,395946.813,0.817,401087.375
98,2026-09-12T23:55:19.197862+00:00,Motospl11252.jpg,1,Class2,1,Class2,1,Class2,1,Class2,frame_0098_Motospl11252.jpg.png,359599,38,619661,1357886,158420561,233,160398341,1549.152,3394.715,396051.406,0.582,400995.844
99,2026-09-12T23:55:22.706246+00:00,Placasm11089.jpg,1,Class2,0,Class1,0,Class1,0,Class1,frame_0099_Placasm11089.jpg.png,363104,37,591286,1356350,158376649,311,160324596,1478.215,3390.875,395941.625,0.777,400811.469
100,2026-09-12T23:55:26.208713+00:00,Placass10491.jpg,0,Class1,0,Class1,0,Class1,0,Class1,frame_0100_Placass10491.jpg.png,366609,39,669152,1357676,158382775,199,160409802,1672.88,3394.19,395956.938,0.498,401024.531
101,2026-09-12T23:55:29.698600+00:00,Motospl11961.jpg,1,Class2,1,Class2,1,Class2,1,Class2,frame_0101_Motospl11961.jpg.png,370114,37,694255,1355138,158396401,201,160445995,1735.638,3387.845,395991.0,0.502,401115.0
102,2026-09-12T23:55:33.225782+00:00,placaas10748.jpg,0,Class1,0,Class1,0,Class1,0,Class1,frame_0102_placaas10748.jpg.png,373619,37,870202,1357388,158363393,297,160591280,2175.505,3393.47,395908.5,0.743,401478.188
103,2026-09-12T23:55:36.722235+00:00,placaas10002.jpg,0,Class1,0,Class1,0,Class1,0,Class1,frame_0103_placaas10002.jpg.png,377124,38,500512,1356982,158438001,297,160295792,1251.28,3392.455,396095.0,0.743,400739.5
104,2026-09-12T23:55:40.230949+00:00,Motospl10485.jpg,1,Class2,1,Class2,1,Class2,1,Class2,frame_0104_Motospl10485.jpg.png,380629,37,602326,1355482,158386627,201,160344636,1505.815,3388.705,395966.531,0.502,400861.594
105,2026-09-12T23:55:43.735315+00:00,placaas11150.jpg,0,Class1,0,Class1,0,Class1,0,Class1,frame_0105_placaas11150.jpg.png,384134,38,637664,1357524,158402327,299,160397814,1594.16,3393.81,396005.813,0.748,400994.5
106,2026-09-12T23:55:47.271062+00:00,Placass10754.jpg,0,Class1,0,Class1,0,Class1,0,Class1,frame_0106_Placass10754.jpg.png,387672,39,987031,1357640,158439705,325,160784701,2467.578,3394.1,396099.281,0.812,401961.75
107,2026-09-12T23:55:50.782442+00:00,Motospl10397.jpg,1,Class2,1,Class2,1,Class2,1,Class2,frame_0107_Motospl10397.jpg.png,391177,38,508947,1356324,158374369,325,160239965,1272.368,3390.81,395935.938,0.812,400599.906
108,2026-09-12T23:55:54.282072+00:00,Placass10508.jpg,1,Class2,1,Class2,1,Class2,1,Class2,frame_0108_Placass10508.jpg.png,394682,38,615310,1353430,158384971,215,160353926,1538.275,3383.575,395962.438,0.538,400884.781
109,2026-09-12T23:55:57.783550+00:00,placaas10308.jpg,1,Class2,0,Class1,0,Class1,0,Class1,frame_0109_placaas10308.jpg.png,398187,38,613464,1358224,158394797,199,160366684,1533.66,3395.56,395987.0,0.498,400916.688
110,2026-09-12T23:56:01.298600+00:00,Placa149.png,1,Class2,1,Class2,1,Class2,1,Class2,frame_0110_Placa149.png.png,401692,37,550901,1355763,158540643,299,160447606,1377.252,3389.407,396351.625,0.748,401119.0
111,2026-09-12T23:56:04.800548+00:00,placaas10228.jpg,1,Class2,0,Class1,0,Class1,0,Class1,frame_0111_placaas10228.jpg.png,405197,38,588791,1355600,158411443,367,160356201,1471.978,3389.0,396028.625,0.918,400890.531
112,2026-09-12T23:56:08.299320+00:00,Placas11095.jpg,1,Class2,0,Class1,0,Class1,0,Class1,frame_0112_Placas11095.jpg.png,408702,37,512608,1355858,158455649,211,160324326,1281.52,3389.645,396139.125,0.527,400810.781
113,2026-09-12T23:56:11.804990+00:00,plaacaas1199.jpg,0,Class1,0,Class1,0,Class1,0,Class1,frame_0113_plaacaas1199.jpg.png,412207,38,545127,1357726,158394037,209,160297099,1362.818,3394.315,395985.094,0.522,400742.75
114,2026-09-12T23:56:15.315175+00:00,Placass10400.jpg,0,Class1,0,Class1,0,Class1,0,Class1,frame_0114_Placass10400.jpg.png,415712,38,651769,1357096,158430443,213,160439521,1629.423,3392.74,396076.125,0.533,401098.813
